UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Days ratio of total net assets to total expenditure,Days ratio of total net assets to total expenditure excl. pension adjustment,Debt service ratio,External borrowing as a % of total income,General funds as a % of total income,Net cash inflow from operating activities as a % of total income,Net liquidity days,Net liquidity days excl. pension adjustment,Premises costs as a % of total costs,Premises costs as a % of total costs excl. pension adjustment,Ratio of current assets to current liabilities,Staff costs as a % of total income,Staff costs excl. pension adjustment as a % of total income,Surplus/(deficit) as a % of total income,Surplus/(deficit) excl. pension adjustment as a % of total income,Unrestricted reserves as a % of total income
10008010,Stranmillis University College,Northern Ireland,2021/22,Northern Ireland,699.0,761.0,3.6,0.0,,0.035,158.0,174.0,0.11,0.12,2.3,0.654,0.5670000000000001,-0.067,0.021,2.042
10008010,Stranmillis University College,Northern Ireland,2022/23,Northern Ireland,726.0,748.0,27.0,0.0,,0.016,165.0,171.0,0.117,0.12,2.6,0.603,0.574,-0.004,0.025,1.998
10008010,Stranmillis University College,Northern Ireland,2023/24,Northern Ireland,740.0,739.0,0.0,0.0,,0.036000000000000004,194.0,194.0,0.121,0.121,2.6,0.57,0.5710000000000001,0.047,0.046,1.933
10008017,Trinity Laban Conservatoire of Music and Dance,England,2015/16,London,344.0,,,0.046,0.0,0.029,41.0,,0.07400000000000001,,0.8,0.5720000000000001,,0.002,,0.377
10008017,Trinity Laban Conservatoire of Music and Dance,England,2016/17,London,393.0,,,0.038,,0.045,51.0,,0.07,,1.0,0.542,,0.065,,0.44
10008017,Trinity Laban Conservatoire of Music and Dance,England,2017/18,London,430.0,,,0.033,,0.154,68.0,,0.068,,1.0,0.521,,0.097,,0.509
10008017,Trinity Laban Conservatoire of Music and Dance,England,2018/19,London,298.0,335.0,,0.028,,0.063,45.0,51.0,0.062,0.07,0.8,0.6779999999999999,0.557,-0.092,0.029,0.528
10008017,Trinity Laban Conservatoire of Music and Dance,England,2019/20,London,387.0,349.0,,0.023,,0.08900000000000001,61.0,55.0,0.07400000000000001,0.067,0.9,0.474,0.5670000000000001,0.149,0.056,0.547
10008017,Trinity Laban Conservatoire of Music and Dance,England,2020/21,London,422.0,415.0,2.4,0.019,,0.025,62.0,61.0,0.076,0.07400000000000001,0.8,0.575,0.591,0.034,0.018000000000000002,0.635
10008017,Trinity Laban Conservatoire of Music and Dance,England,2021/22,London,368.0,408.0,2.0,0.015,,0.023,41.0,45.0,0.073,0.081,0.7,0.675,0.569,-0.097,0.009000000000000001,0.637
10008017,Trinity Laban Conservatoire of Music and Dance,England,2022/23,London,364.0,362.0,-1.9,0.0,,-0.05,20.0,20.0,0.084,0.084,0.5,0.614,0.621,-0.084,-0.09,0.616
10008017,Trinity Laban Conservatoire of Music and Dance,England,2023/24,London,464.0,379.0,-9.4,0.0,,-0.05,23.0,18.0,0.099,0.081,0.5,0.4270000000000001,0.631,0.097,-0.107,0.706
10008026,St Mary's University College,Northern Ireland,2015/16,Northern Ireland,34.0,,,0.0,0.0,0.033,193.0,,0.056,,4.7,0.675,,0.051,,0.08800000000000001
10008026,St Mary's University College,Northern Ireland,2016/17,Northern Ireland,122.0,,,0.0,,0.107,227.0,,0.07,,4.8,0.6729999999999999,,0.054000000000000006,,0.317
10008026,St Mary's University College,Northern Ireland,2017/18,Northern Ireland,168.0,,,0.0,,0.067,238.0,,0.068,,6.6,0.6779999999999999,,0.046,,0.44
10008026,St Mary's University College,Northern Ireland,2018/19,Northern Ireland,53.0,53.0,,0.0,,0.096,247.0,247.0,0.07200000000000001,0.07200000000000001,6.2,0.6779999999999999,0.6779999999999999,0.039,0.039,0.141
10008026,St Mary's University College,Northern Ireland,2019/20,Northern Ireland,-77.0,-81.0,,0.0,,0.129,271.0,285.0,0.068,0.071,5.9,0.696,0.648,0.024,0.07200000000000001,-0.205
10008026,St Mary's University College,Northern Ireland,2020/21,Northern Ireland,236.0,252.0,10.2,0.0,,0.184,286.0,306.0,0.069,0.07400000000000001,5.3,0.687,0.628,0.059,0.118,0.608
10008026,St Mary's University College,Northern Ireland,2021/22,Northern Ireland,527.0,564.0,11.0,0.0,,0.095,291.0,312.0,0.083,0.08900000000000001,5.9,0.677,0.614,0.035,0.098,1.394
10008026,St Mary's University College,Northern Ireland,2022/23,Northern Ireland,408.0,420.0,72.0,0.0,,0.085,220.0,227.0,0.119,0.122,3.4,0.654,0.625,0.014,0.042,1.102
10008026,St Mary's University College,Northern Ireland,2023/24,Northern Ireland,407.0,409.0,-15.2,0.0,,-0.018000000000000002,172.0,173.0,0.111,0.111,2.7,0.632,0.628,0.039,0.042,1.073
10008071,AA School of Architecture,England,2018/19,London,314.0,314.0,,0.105,,0.2,150.0,150.0,0.194,0.194,0.6,0.441,0.441,0.108,0.108,0.6679999999999999
10008071,AA School of Architecture,England,2019/20,London,355.0,355.0,,0.087,,0.163,209.0,209.0,0.191,0.191,0.8,0.453,0.453,0.115,0.115,0.7609999999999999
10008071,AA School of Architecture,England,2020/21,London,472.0,472.0,21.8,0.066,,0.39,385.0,385.0,0.173,0.173,1.6,0.45,0.45,0.207,0.207,0.925
10008071,AA School of Architecture,England,2021/22,London,452.0,452.0,2.9,0.045,,0.028,310.0,310.0,0.181,0.181,2.2,0.455,0.455,0.151,0.151,0.963
10008071,AA School of Architecture,England,2022/23,London,465.0,464.0,-5.2,0.038,,-0.052000000000000005,231.0,231.0,0.18600000000000005,0.185,2.1,0.484,0.487,0.092,0.08900000000000001,1.064
10008071,AA School of Architecture,England,2023/24,London,452.0,449.0,2.7,0.03,,0.028,212.0,211.0,0.166,0.165,2.1,0.534,0.541,0.022,0.015,1.176
10008098,Study Group,England,2019/20,South East,147.0,147.0,,0.575,,0.406,97.0,97.0,0.037000000000000005,0.037000000000000005,1.3,0.259,0.259,0.013,0.013,0.384
10008098,Study Group,England,2020/21,South East,184.0,184.0,0.6,0.523,,0.055,87.0,87.0,0.037000000000000005,0.037000000000000005,1.3,0.276,0.276,0.061,0.061,0.458
10008098,Study Group,England,2021/22,South East,157.0,157.0,2.6,0.588,,0.212,90.0,90.0,0.028,0.028,0.4,0.292,0.292,-0.004,-0.004,0.415
10008098,Study Group,England,2022/23,South East,42.0,42.0,-1.2,0.5379999999999999,,-0.103,24.0,24.0,0.028,0.028,0.3,0.277,0.277,-0.247,-0.247,0.127
10008098,Study Group,England,2023/24,South East,15.0,15.0,1.8,0.616,,0.187,31.0,31.0,0.038,0.038,0.3,0.263,0.263,-0.202,-0.202,0.033
10008098,Study Group,England,2024/25,South East,15.0,15.0,1.2,0.706,,0.15,28.0,28.0,0.048,0.048,0.3,0.254,0.254,-0.268,-0.268,0.033
10008173,University of the Built Environment,England,2018/19,South East,463.0,463.0,,0.0,,-0.14,271.0,271.0,0.036000000000000004,0.036000000000000004,7.2,0.799,0.799,-0.102,-0.102,1.364
10008173,University of the Built Environment,England,2019/20,South East,424.0,424.0,,0.002,,-0.064,43.0,43.0,0.005,0.005,2.4,0.762,0.762,-0.049,-0.049,1.188
10008173,University of the Built Environment,England,2020/21,South East,476.0,490.0,36.6,0.001,,0.02,51.0,53.0,0.004,0.004,2.6,0.706,0.679,0.043,0.07,1.219
10008173,University of the Built Environment,England,2021/22,South East,387.0,434.0,54.0,0.0,,0.019,55.0,61.0,0.003,0.003,3.3,0.848,0.7340000000000001,-0.049,0.065,1.085
10008173,University of the Built Environment,England,2022/23,South East,416.0,416.0,104.2,0.003,,0.066,84.0,84.0,0.003,0.003,3.9,0.732,0.732,0.067,0.067,1.04
10008173,University of the Built Environment,England,2023/24,South East,457.0,457.0,37.8,0.002,,0.021,85.0,85.0,0.003,0.003,4.5,0.7,0.7,0.066,0.066,1.146
10008289,The London Institute of Banking & Finance,England,2018/19,London,113.0,113.0,,0.0,,-0.114,44.0,44.0,0.08800000000000001,0.08800000000000001,1.0,0.502,0.502,-0.069,-0.069,0.293
10008289,The London Institute of Banking & Finance,England,2019/20,London,59.0,59.0,,0.0,,-0.077,18.0,18.0,0.087,0.087,0.6,0.546,0.546,-0.14,-0.14,0.157
10008289,The London Institute of Banking & Finance,England,2020/21,London,97.0,97.0,-1.5,0.046,,-0.053,30.0,30.0,0.08800000000000001,0.08800000000000001,1.1,0.447,0.447,0.048,0.048,0.227
10008289,The London Institute of Banking & Finance,England,2021/22,London,87.0,87.0,0.3,0.0,,0.015,59.0,59.0,0.081,0.081,1.3,0.476,0.476,-0.008,-0.008,0.218
10008325,KLC School of Design,England,2019/20,London,-33.0,-33.0,,0.0,,-0.042,134.0,134.0,0.254,0.254,0.8,0.52,0.52,-0.026,-0.026,-0.092
10008325,KLC School of Design,England,2020/21,London,-29.0,-29.0,0.0,0.013,,0.07200000000000001,168.0,168.0,0.259,0.259,0.8,0.49,0.49,0.03,0.03,-0.077
10008362,London School of Science and Technology Limited,England,2022/23,London,515.0,515.0,0.0,0.0,,0.199,334.0,334.0,0.125,0.125,6.3,0.225,0.225,0.369,0.369,0.89
10008362,London School of Science and Technology Limited,England,2023/24,London,428.0,428.0,3163.0,0.0,,0.223,158.0,158.0,0.134,0.134,7.4,0.28,0.28,0.314,0.314,0.805
10008397,Norland College,England,2018/19,South West,576.0,576.0,,0.11,,0.128,132.0,132.0,0.097,0.097,2.4,0.479,0.479,0.083,0.083,1.445
10008397,Norland College,England,2019/20,South West,433.0,433.0,,0.0,,0.151,91.0,91.0,0.073,0.073,1.8,0.541,0.541,0.078,0.078,1.095
10008397,Norland College,England,2020/21,South West,428.0,428.0,0.0,0.0,,0.11,105.0,105.0,0.056,0.056,2.0,0.58,0.58,0.056,0.056,1.106
10008397,Norland College,England,2021/22,South West,398.0,398.0,0.0,0.0,,0.077,89.0,89.0,0.055,0.055,2.3,0.586,0.586,0.042,0.042,1.045
10008397,Norland College,England,2022/23,South West,323.0,323.0,0.0,0.0,,0.048,68.0,68.0,0.048,0.048,2.2,0.569,0.569,0.04,0.04,0.851
10008397,Norland College,England,2023/24,South West,316.0,316.0,0.0,0.0,,0.063,74.0,74.0,0.049,0.049,2.5,0.622,0.622,0.014,0.014,0.8540000000000001
10008455,Regent College London,England,2018/19,London,232.0,232.0,,0.0,,0.012,63.0,63.0,0.353,0.353,2.6,0.5379999999999999,0.5379999999999999,0.073,0.073,0.59
10008455,Regent College London,England,2019/20,London,180.0,180.0,,0.116,,0.08199999999999999,106.0,106.0,0.132,0.132,1.9,0.476,0.476,0.049,0.049,0.469
10008455,Regent College London,England,2020/21,London,228.0,228.0,58.1,0.048,,0.331,205.0,205.0,0.096,0.096,5.0,0.26,0.26,0.287,0.287,0.446
10008455,Regent College London,England,2021/22,London,234.0,234.0,11.7,0.247,,0.194,159.0,159.0,0.34,0.34,3.4,0.27,0.27,0.236,0.236,0.49
10008455,Regent College London,England,2022/23,London,229.0,229.0,3.2,0.174,,0.103,128.0,128.0,0.458,0.458,3.9,0.339,0.339,0.174,0.174,0.519
10008455,Regent College London,England,2023/24,London,224.0,224.0,0.0,0.142,,-0.001,91.0,91.0,0.435,0.435,3.1,0.348,0.348,0.106,0.106,0.5489999999999999
10008574,The University of Wales (central functions),Wales,2015/16,Wales,527.0,,,0.076,0.0,-0.388,14.0,,0.049,,1.1,0.758,,-0.585,,0.843
10008574,The University of Wales (central functions),Wales,2016/17,Wales,440.0,,,0.083,,-0.7240000000000001,29.0,,0.05,,1.0,0.852,,-0.934,,0.631
10008574,The University of Wales (central functions),Wales,2017/18,Wales,344.0,,,0.078,,-0.6459999999999999,34.0,,0.054000000000000006,,0.9,0.807,,-0.6779999999999999,,0.279
10008574,The University of Wales (central functions),Wales,2018/19,Wales,91.0,101.0,,0.052000000000000005,,-0.422,20.0,22.0,0.047,0.052000000000000005,1.1,0.769,0.609,-0.649,-0.489,-0.399
10008574,The University of Wales (central functions),Wales,2019/20,Wales,206.0,176.0,,0.0,,0.163,170.0,143.0,0.041,0.035,1.0,0.512,0.6890000000000001,-0.057,-0.234,-0.677
10008574,The University of Wales (central functions),Wales,2020/21,Wales,510.0,537.0,0.0,0.0,,0.0,531.0,561.0,0.043,0.045,2.0,0.512,0.454,-0.15,-0.092,-0.63
10008574,The University of Wales (central functions),Wales,2021/22,Wales,818.0,937.0,0.0,0.0,,-0.208,480.0,553.0,0.051,0.058,2.0,0.545,0.4,-0.142,0.003,0.381
10008574,The University of Wales (central functions),Wales,2022/23,Wales,417.0,416.0,0.0,0.0,,-0.6829999999999999,186.0,186.0,0.038,0.038,1.5,0.382,0.385,-0.865,-0.868,1.109
10008574,The University of Wales (central functions),Wales,2023/24,Wales,1237.0,983.0,0.0,0.0,,-0.376,521.0,410.0,0.142,0.113,1.9,0.204,0.385,0.297,0.115,1.3259999999999998
10008640,Falmouth University,England,2015/16,South West,339.0,,,0.085,0.0,0.114,95.0,,0.121,,1.7,0.451,,0.055,,0.877
10008640,Falmouth University,England,2016/17,South West,401.0,,,0.107,,0.159,136.0,,0.118,,2.1,0.436,,0.109,,0.978
10008640,Falmouth University,England,2017/18,South West,420.0,,,0.12,,0.125,141.0,,0.102,,2.9,0.4270000000000001,,0.105,,1.028
10008640,Falmouth University,England,2018/19,South West,370.0,377.0,,0.14,,0.098,159.0,162.0,0.113,0.115,3.5,0.419,0.402,0.049,0.067,0.964
10008640,Falmouth University,England,2019/20,South West,290.0,297.0,,0.206,,0.07,182.0,187.0,0.096,0.098,4.1,0.464,0.44,0.002,0.027000000000000003,0.792
10008640,Falmouth University,England,2020/21,South West,203.0,208.0,-4.9,0.214,,-0.038,149.0,153.0,0.106,0.109,3.1,0.5329999999999999,0.504,-0.094,-0.065,0.607
10008640,Falmouth University,England,2021/22,South West,388.0,401.0,2.0,0.185,,0.036000000000000004,129.0,134.0,0.102,0.106,2.5,0.537,0.502,-0.078,-0.043,1.144
10008640,Falmouth University,England,2022/23,South West,406.0,407.0,2.6,0.147,,0.05,127.0,127.0,0.105,0.105,2.4,0.451,0.45,0.004,0.005,1.109
10008640,Falmouth University,England,2023/24,South West,395.0,395.0,3.0,0.13,,0.062,136.0,136.0,0.107,0.107,2.3,0.45,0.45,0.003,0.003,1.078
10008816,Northern School of Contemporary Dance,England,2021/22,Yorkshire and The Humber,417.0,450.0,0.0,0.0,,0.08,447.0,485.0,0.081,0.087,6.4,0.607,0.5329999999999999,0.003,0.076,1.135
10008816,Northern School of Contemporary Dance,England,2022/23,Yorkshire and The Humber,489.0,504.0,0.0,0.0,,0.142,499.0,514.0,0.083,0.085,8.5,0.542,0.518,0.13,0.155,1.163
10008816,Northern School of Contemporary Dance,England,2023/24,Yorkshire and The Humber,548.0,548.0,0.0,0.0,,-0.005,505.0,504.0,0.078,0.078,10.4,0.514,0.515,0.14300000000000002,0.142,1.285
10008899,The Ashridge (Bonar Law Memorial) Trust,England,2020/21,East of England,647.0,614.0,0.0,0.0,,-0.146,392.0,371.0,0.011,0.01,4.3,0.608,0.662,0.009000000000000001,-0.045,1.758
10008899,The Ashridge (Bonar Law Memorial) Trust,England,2021/22,East of England,818.0,814.0,0.0,0.0,,0.138,384.0,382.0,0.009000000000000001,0.009000000000000001,4.3,0.54,0.545,0.049,0.045,2.131
10008899,The Ashridge (Bonar Law Memorial) Trust,England,2022/23,East of England,423.0,474.0,0.0,0.0,,-0.114,270.0,303.0,0.0,0.0,4.0,0.721,0.591,-0.205,-0.075,1.396
10008899,The Ashridge (Bonar Law Memorial) Trust,England,2023/24,East of England,570.0,453.0,0.0,0.0,,-0.14300000000000002,286.0,227.0,0.0,0.0,2.8,0.274,0.498,0.128,-0.096,1.362
10008899,The Ashridge (Bonar Law Memorial) Trust,England,2024/25,East of England,361.0,356.0,0.0,0.0,,-0.275,147.0,145.0,0.0,0.0,2.7,0.498,0.512,-0.195,-0.21,1.1740000000000002
10009292,Royal Academy of Dramatic Art,England,2018/19,London,1072.0,1072.0,,0.319,,-0.052000000000000005,18.0,18.0,0.0,0.0,1.3,0.395,0.395,0.018000000000000002,0.018000000000000002,1.011
10009292,Royal Academy of Dramatic Art,England,2019/20,London,871.0,871.0,,0.385,,-0.103,12.0,12.0,0.0,0.0,1.1,0.537,0.537,-0.373,-0.373,0.943
10009292,Royal Academy of Dramatic Art,England,2020/21,London,987.0,987.0,-24.3,0.589,,-0.371,23.0,23.0,0.0,0.0,1.2,0.713,0.713,-0.454,-0.454,0.909
10009292,Royal Academy of Dramatic Art,England,2021/22,London,858.0,858.0,0.0,0.382,,-0.17,47.0,47.0,0.0,0.0,1.6,0.542,0.542,-0.077,-0.077,0.524
10009292,Royal Academy of Dramatic Art,England,2022/23,London,766.0,766.0,12.5,0.342,,0.09,96.0,96.0,0.061,0.061,1.8,0.523,0.523,-0.053,-0.053,0.459
10009292,Royal Academy of Dramatic Art,England,2023/24,London,726.0,726.0,-4.2,0.324,,-0.033,93.0,93.0,0.078,0.078,1.8,0.522,0.522,-0.066,-0.066,0.488
10009527,Istituto Marangoni Limited,England,2018/19,London,1162.0,1162.0,,0.0,,0.024,279.0,279.0,0.214,0.214,2.5,0.188,0.188,0.512,0.512,1.556
10009527,Istituto Marangoni Limited,England,2019/20,London,642.0,642.0,,0.0,,0.217,132.0,132.0,0.242,0.242,1.6,0.193,0.193,0.39,0.39,1.073
10009527,Istituto Marangoni Limited,England,2020/21,London,475.0,475.0,0.0,0.0,,0.416,323.0,323.0,0.27,0.27,1.3,0.213,0.213,0.311,0.311,0.897
10009527,Istituto Marangoni Limited,England,2021/22,London,321.0,321.0,0.0,0.0,,0.436,234.0,234.0,0.244,0.244,1.8,0.181,0.181,0.389,0.389,0.5379999999999999
10009527,Istituto Marangoni Limited,England,2022/23,London,327.0,327.0,0.0,0.0,,0.35100000000000003,279.0,279.0,0.228,0.228,1.9,0.18600000000000005,0.18600000000000005,0.413,0.413,0.526
10009527,Istituto Marangoni Limited,England,2023/24,London,288.0,288.0,0.0,0.0,,0.177,189.0,189.0,0.211,0.211,2.0,0.12,0.12,0.361,0.361,0.504
10009612,Luther King House Educational Trust,England,2019/20,North West,305.0,305.0,,0.371,,0.049,76.0,76.0,0.018000000000000002,0.018000000000000002,1.7,0.506,0.506,-0.002,-0.002,0.201
10009612,Luther King House Educational Trust,England,2020/21,North West,288.0,288.0,-3.6,0.474,,-0.119,33.0,33.0,0.0,0.0,1.0,0.632,0.632,-0.182,-0.182,0.098
10009612,Luther King House Educational Trust,England,2021/22,North West,327.0,327.0,14.3,0.8170000000000001,,-0.061,73.0,73.0,0.0,0.0,1.0,0.763,0.763,-0.232,-0.232,0.112
10009612,Luther King House Educational Trust,England,2022/23,North West,242.0,242.0,3.3,0.494,,0.02,56.0,56.0,0.0,0.0,1.4,0.501,0.501,0.001,0.001,0.063
10009612,Luther King House Educational Trust,England,2023/24,North West,240.0,240.0,8.5,0.447,,0.125,88.0,88.0,0.121,0.121,1.6,0.461,0.461,0.034,0.034,0.091
10009612,Luther King House Educational Trust,England,2024/25,North West,170.0,170.0,-3.3,0.45,,-0.073,38.0,38.0,0.146,0.146,0.9,0.52,0.52,-0.119,-0.119,-0.027000000000000003
10010213,The City College,England,2020/21,London,310.0,310.0,0.0,0.0,,-0.276,265.0,265.0,0.019,0.019,7.8,0.6,0.6,-0.339,-0.339,1.053
10010213,The City College,England,2021/22,London,187.0,187.0,0.0,0.0,,-0.115,181.0,181.0,0.0,0.0,3.8,0.485,0.485,-0.224,-0.224,0.565
10010213,The City College,England,2022/23,London,118.0,118.0,0.0,0.0,,-0.043,126.0,126.0,0.0,0.0,2.5,0.39,0.39,-0.081,-0.081,0.306
10010213,The City College,England,2023/24,London,85.0,85.0,0.0,0.0,,-0.028,90.0,90.0,0.0,0.0,2.2,0.373,0.373,-0.041,-0.041,0.207
10010227,Oak Hill College,England,2018/19,South East,1248.0,1248.0,,0.229,,0.189,61.0,61.0,0.093,0.093,0.8,0.51,0.51,0.027000000000000003,0.027000000000000003,3.287
10010227,Oak Hill College,England,2019/20,South East,1237.0,1237.0,,0.394,,0.123,115.0,115.0,0.095,0.095,2.0,0.476,0.476,0.099,0.099,3.014
10010308,Cambridge Arts and Sciences Limited,England,2019/20,East of England,194.0,194.0,,0.0,,0.096,76.0,76.0,0.011,0.011,1.7,0.255,0.255,0.051,0.051,0.505
10010308,Cambridge Arts and Sciences Limited,England,2020/21,East of England,215.0,215.0,0.0,0.0,,-0.092,40.0,40.0,0.003,0.003,1.5,0.261,0.261,0.03,0.03,0.0
10010308,Cambridge Arts and Sciences Limited,England,2021/22,East of England,342.0,342.0,0.0,0.0,,-0.135,8.0,8.0,0.017,0.017,1.4,0.366,0.366,0.028,0.028,0.0
10010308,Cambridge Arts and Sciences Limited,England,2022/23,East of England,405.0,405.0,0.0,0.0,,0.083,24.0,24.0,0.019,0.019,1.3,0.386,0.386,0.085,0.085,1.017
10010308,Cambridge Arts and Sciences Limited,England,2023/24,East of England,170.0,170.0,0.0,0.0,,-0.174,24.0,24.0,0.18600000000000005,0.18600000000000005,2.0,0.359,0.359,0.096,0.096,0.421
10010308,Cambridge Arts and Sciences Limited,England,2024/25,East of England,180.0,180.0,0.0,0.337,,-0.361,-131.0,-131.0,0.419,0.419,1.3,0.388,0.388,0.077,0.077,0.455
10013109,London Bridge Business Academy,England,2019/20,London,529.0,529.0,,0.0,,0.7120000000000001,331.0,331.0,0.027000000000000003,0.027000000000000003,2.9,0.096,0.096,0.5539999999999999,0.5539999999999999,0.6459999999999999
10013109,London Bridge Business Academy,England,2020/21,London,194.0,194.0,0.0,0.011,,0.463,215.0,215.0,0.35,0.35,2.0,0.08900000000000001,0.08900000000000001,0.4970000000000001,0.4970000000000001,0.267
10013109,London Bridge Business Academy,England,2021/22,London,200.0,200.0,0.0,0.087,,0.34700000000000003,317.0,317.0,0.0,0.0,1.8,0.107,0.107,0.452,0.452,0.3
10013109,London Bridge Business Academy,England,2022/23,London,131.0,131.0,0.0,0.062,,0.091,122.0,122.0,0.0,0.0,2.0,0.119,0.119,0.335,0.335,0.239
10013109,London Bridge Business Academy,England,2023/24,London,258.0,258.0,0.0,0.004,,-0.022,127.0,127.0,0.0,0.0,3.8,0.153,0.153,0.28800000000000003,0.28800000000000003,0.503
10013109,London Bridge Business Academy,England,2024/25,London,291.0,291.0,0.0,0.052000000000000005,,0.212,164.0,164.0,0.0,0.0,3.8,0.168,0.168,0.248,0.248,0.6
10013122,Sysco Business Skills Academy Limited,England,2023/24,North West,150.0,150.0,0.0,0.0,,0.345,258.0,258.0,0.0,0.0,1.8,0.261,0.261,0.008,0.008,0.311
10013220,Institute of Art - London Limited,England,2019/20,London,-94.0,-94.0,,0.309,,0.038,182.0,182.0,0.119,0.119,1.0,0.28600000000000003,0.28600000000000003,-0.047,-0.047,-0.309
10013220,Institute of Art - London Limited,England,2020/21,London,-139.0,-139.0,0.0,0.362,,-0.206,134.0,134.0,0.126,0.126,0.9,0.335,0.335,-0.103,-0.103,-0.466
10013220,Institute of Art - London Limited,England,2021/22,London,-228.0,-228.0,0.0,0.494,,0.115,219.0,219.0,0.166,0.166,0.7,0.438,0.438,-0.107,-0.107,-0.753
10013220,Institute of Art - London Limited,England,2022/23,London,-196.0,-196.0,0.0,0.335,,0.015,151.0,151.0,0.119,0.119,0.7,0.34600000000000003,0.34600000000000003,-0.133,-0.133,-0.6509999999999999
10013220,Institute of Art - London Limited,England,2023/24,London,-153.0,-153.0,0.0,0.239,,-0.039,114.0,114.0,0.122,0.122,0.7,0.33,0.33,0.041,0.041,-0.433
10013220,Institute of Art - London Limited,England,2024/25,London,-153.0,-153.0,0.0,0.252,,-0.006999999999999999,119.0,119.0,0.0,0.0,0.6,0.377,0.377,0.028,0.028,-0.442
10014001,University of Suffolk,England,2015/16,East of England,82.0,,,0.516,0.0,0.095,93.0,,0.067,,1.3,0.45,,-0.006999999999999999,,0.223
10014001,University of Suffolk,England,2016/17,East of England,101.0,,,0.489,,0.055,80.0,,0.061,,1.2,0.454,,0.009000000000000001,,0.269
10014001,University of Suffolk,England,2017/18,East of England,121.0,,,0.455,,0.081,91.0,,0.065,,1.3,0.455,,0.032,,0.319
10014001,University of Suffolk,England,2018/19,East of England,58.0,67.0,,0.317,,0.165,96.0,113.0,0.043,0.05,1.3,0.519,0.371,-0.044,0.104,0.162
10014001,University of Suffolk,England,2019/20,East of England,142.0,126.0,,0.243,,0.13,151.0,133.0,0.044,0.039,1.6,0.217,0.318,0.205,0.104,0.308
10014001,University of Suffolk,England,2020/21,East of England,137.0,137.0,12.1,0.171,,0.218,170.0,171.0,0.028,0.028,1.6,0.251,0.25,0.11,0.112,0.333
10014001,University of Suffolk,England,2021/22,East of England,121.0,137.0,10.5,0.119,,0.139,127.0,146.0,0.021,0.024,1.7,0.317,0.2,0.024,0.142,0.321
10014001,University of Suffolk,England,2022/23,East of England,163.0,157.0,7.9,0.107,,0.131,185.0,178.0,0.03,0.029,2.0,0.173,0.206,0.11,0.077,0.398
10014001,University of Suffolk,England,2023/24,East of England,283.0,239.0,4.5,0.108,,0.07,228.0,190.0,0.032,0.027000000000000003,2.2,0.08800000000000001,0.236,0.195,0.048,0.623
10015506,The London College,England,2019/20,London,680.0,680.0,,0.0,,0.349,614.0,614.0,0.218,0.218,7.75,0.186,0.186,0.3785,0.3785,1.15
10015506,The London College,England,2020/21,London,850.0,850.0,511.8,0.0,,0.28800000000000003,802.0,802.0,0.225,0.225,11.2,0.15,0.15,0.449,0.449,1.281
10015506,The London College,England,2021/22,London,998.0,998.0,243.8,0.0,,0.298,960.0,960.0,0.177,0.177,18.0,0.218,0.218,0.336,0.336,1.815
10015506,The London College,England,2022/23,London,1123.0,1123.0,152.0,0.0,,0.051,1035.0,1035.0,0.189,0.189,31.9,0.261,0.261,0.211,0.211,2.427
10015506,The London College,England,2023/24,London,1140.0,1140.0,0.0,0.0,,0.037000000000000005,934.0,934.0,0.181,0.181,16.2,0.304,0.304,0.111,0.111,2.776
10015688,David Game College Ltd,England,2019/20,London,106.0,106.0,,0.552,,0.119,56.0,56.0,0.208,0.208,0.9,0.394,0.394,0.043,0.043,0.279
10015688,David Game College Ltd,England,2020/21,London,135.0,135.0,3.1,0.539,,0.105,91.0,91.0,0.191,0.191,1.2,0.435,0.435,0.069,0.069,0.344
10015688,David Game College Ltd,England,2021/22,London,136.0,136.0,-0.3,0.504,,-0.01,91.0,91.0,0.187,0.187,1.4,0.442,0.442,0.041,0.041,0.35700000000000004
10015688,David Game College Ltd,England,2022/23,London,105.0,105.0,0.7,0.379,,0.025,64.0,64.0,0.196,0.196,1.3,0.423,0.423,0.009000000000000001,0.009000000000000001,0.284
10015688,David Game College Ltd,England,2023/24,London,90.0,90.0,0.5,0.304,,0.018000000000000002,46.0,46.0,0.158,0.158,1.3,0.405,0.405,0.009000000000000001,0.009000000000000001,0.245
10019178,Point Blank Music School,England,2019/20,London,247.0,247.0,,0.0,,0.17800000000000002,178.0,178.0,0.11,0.11,1.9,0.404,0.404,0.233,0.233,0.519
10019178,Point Blank Music School,England,2020/21,London,264.0,264.0,0.0,0.0,,0.188,191.0,191.0,0.103,0.103,2.2,0.364,0.364,0.24,0.24,0.5489999999999999
10019178,Point Blank Music School,England,2021/22,London,240.0,240.0,0.0,0.0,,0.141,157.0,157.0,0.095,0.095,2.4,0.422,0.422,0.198,0.198,0.527
10019178,Point Blank Music School,England,2022/23,London,251.0,251.0,0.0,0.0,,0.168,154.0,154.0,0.093,0.093,2.4,0.4370000000000001,0.4370000000000001,0.233,0.233,0.529
10019178,Point Blank Music School,England,2023/24,London,298.0,298.0,0.0,0.0,,0.424,157.0,157.0,0.073,0.073,1.6,0.395,0.395,0.28600000000000003,0.28600000000000003,0.583
10019178,Point Blank Music School,England,2024/25,London,250.0,250.0,0.0,0.0,,0.22,95.0,95.0,0.109,0.109,1.3,0.436,0.436,0.179,0.179,0.562
